,location,date,variant,num_sequences,perc_sequences,num_sequences_total
3797,Croatia,2021-11-01,Delta,640,100.0,640
3798,Croatia,2021-11-01,Mu,0,0.0,640
3799,Croatia,2021-11-01,Omicron,0,0.0,640
3800,Croatia,2021-11-15,Alpha,0,0.0,742
3801,Croatia,2021-11-15,Beta,0,0.0,742
3802,Croatia,2021-11-15,Delta,742,100.0,742
3803,Croatia,2021-11-15,Mu,0,0.0,742
3804,Croatia,2021-11-15,Omicron,0,0.0,742
3805,Croatia,2021-11-29,Alpha,0,0.0,835
3806,Croatia,2021-11-29,Beta,0,0.0,835
3807,Croatia,2021-11-29,Delta,835,100.0,835
3808,Croatia,2021-11-29,Mu,0,0.0,835
3809,Croatia,2021-11-29,Omicron,0,0.0,835
3810,Croatia,2021-12-13,Alpha,0,0.0,935
3811,Croatia,2021-12-13,Beta,0,0.0,935
3812,Croatia,2021-12-13,Delta,927,99.14,935
3813,Croatia,2021-12-13,Mu,0,0.0,935
3814,Croatia,2021-12-13,Omicron,8,0.86,935
3815,Curacao,2020-08-17,Alpha,0,0.0,3
3816,Curacao,2020-08-17,Beta,0,0.0,3
3817,Curacao,2020-08-17,Delta,0,0.0,3
3818,Curacao,2020-08-17,Mu,0,0.0,3
3819,Curacao,2020-08-17,Omicron,0,0.0,3
3820,Curacao,2020-10-12,Alpha,0,0.0,1
3821,Curacao,2020-10-12,Beta,0,0.0,1
3822,Curacao,2020-10-12,Delta,0,0.0,1
3823,Curacao,2020-10-12,Mu,0,0.0,1
3824,Curacao,2020-10-12,Omicron,0,0.0,1
3825,Curacao,2020-10-26,Alpha,0,0.0,3
3826,Curacao,2020-10-26,Beta,0,0.0,3
3827,Curacao,2020-10-26,Delta,0,0.0,3
3828,Curacao,2020-10-26,Mu,0,0.0,3
3829,Curacao,2020-10-26,Omicron,0,0.0,3
3830,Curacao,2020-11-09,Alpha,0,0.0,8
3831,Curacao,2020-11-09,Beta,0,0.0,8
3832,Curacao,2020-11-09,Delta,0,0.0,8
3833,Curacao,2020-11-09,Mu,0,0.0,8
3834,Curacao,2020-11-09,Omicron,0,0.0,8
3835,Curacao,2020-11-23,Alpha,0,0.0,4
3836,Curacao,2020-11-23,Beta,0,0.0,4
3837,Curacao,2020-11-23,Delta,0,0.0,4
3838,Curacao,2020-11-23,Mu,0,0.0,4
3839,Curacao,2020-11-23,Omicron,0,0.0,4
3840,Curacao,2020-12-07,Alpha,0,0.0,2
3841,Curacao,2020-12-07,Beta,0,0.0,2
3842,Curacao,2020-12-07,Delta,0,0.0,2
3843,Curacao,2020-12-07,Mu,0,0.0,2
3844,Curacao,2020-12-07,Omicron,0,0.0,2
3845,Curacao,2020-12-21,Alpha,0,0.0,8
3846,Curacao,2020-12-21,Beta,0,0.0,8
3847,Curacao,2020-12-21,Delta,0,0.0,8
3848,Curacao,2020-12-21,Mu,0,0.0,8
3849,Curacao,2020-12-21,Omicron,0,0.0,8
3850,Curacao,2021-01-04,Alpha,0,0.0,5
3851,Curacao,2021-01-04,Beta,0,0.0,5
3852,Curacao,2021-01-04,Delta,0,0.0,5
3853,Curacao,2021-01-04,Mu,0,0.0,5
3854,Curacao,2021-01-04,Omicron,0,0.0,5
3855,Curacao,2021-01-11,Alpha,0,0.0,6
3856,Curacao,2021-01-11,Beta,0,0.0,6
3857,Curacao,2021-01-11,Delta,0,0.0,6
3858,Curacao,2021-01-11,Mu,0,0.0,6
3859,Curacao,2021-01-11,Omicron,0,0.0,6
3860,Curacao,2021-01-25,Alpha,1,6.67,15
3861,Curacao,2021-01-25,Beta,0,0.0,15
3862,Curacao,2021-01-25,Delta,0,0.0,15
3863,Curacao,2021-01-25,Mu,0,0.0,15
3864,Curacao,2021-01-25,Omicron,0,0.0,15
3865,Curacao,2021-02-08,Alpha,1,6.67,15
3866,Curacao,2021-02-08,Beta,0,0.0,15
3867,Curacao,2021-02-08,Delta,0,0.0,15
3868,Curacao,2021-02-08,Mu,0,0.0,15
3869,Curacao,2021-02-08,Omicron,0,0.0,15
3870,Curacao,2021-02-22,Alpha,24,66.67,36
3871,Curacao,2021-02-22,Beta,0,0.0,36
3872,Curacao,2021-02-22,Delta,0,0.0,36
3873,Curacao,2021-02-22,Mu,0,0.0,36
3874,Curacao,2021-02-22,Omicron,0,0.0,36
3875,Curacao,2021-03-08,Alpha,43,86.0,50
3876,Curacao,2021-03-08,Beta,0,0.0,50
3877,Curacao,2021-03-08,Delta,0,0.0,50
3878,Curacao,2021-03-08,Mu,0,0.0,50
3879,Curacao,2021-03-08,Omicron,0,0.0,50
3880,Curacao,2021-03-22,Alpha,52,94.55,55
3881,Curacao,2021-03-22,Beta,0,0.0,55
3882,Curacao,2021-03-22,Delta,0,0.0,55
3883,Curacao,2021-03-22,Mu,0,0.0,55
3884,Curacao,2021-03-22,Omicron,0,0.0,55
3885,Curacao,2021-04-05,Alpha,55,96.49,57
3886,Curacao,2021-04-05,Beta,0,0.0,57
3887,Curacao,2021-04-05,Delta,0,0.0,57
3888,Curacao,2021-04-05,Mu,1,1.75,57
3889,Curacao,2021-04-05,Omicron,0,0.0,57
3890,Curacao,2021-04-19,Alpha,60,98.36,61
3891,Curacao,2021-04-19,Beta,0,0.0,61
3892,Curacao,2021-04-19,Delta,0,0.0,61
3893,Curacao,2021-04-19,Mu,0,0.0,61
3894,Curacao,2021-04-19,Omicron,0,0.0,61
3895,Curacao,2021-05-03,Alpha,39,86.67,45
3896,Curacao,2021-05-03,Beta,0,0.0,45
3897,Curacao,2021-05-03,Delta,0,0.0,45
3898,Curacao,2021-05-03,Mu,2,4.44,45
3899,Curacao,2021-05-03,Omicron,0,0.0,45
3900,Curacao,2021-05-17,Alpha,19,76.0,25
3901,Curacao,2021-05-17,Beta,0,0.0,25
3902,Curacao,2021-05-17,Delta,0,0.0,25
3903,Curacao,2021-05-17,Mu,6,24.0,25
3904,Curacao,2021-05-17,Omicron,0,0.0,25
3905,Curacao,2021-05-31,Alpha,5,50.0,10
3906,Curacao,2021-05-31,Beta,0,0.0,10
3907,Curacao,2021-05-31,Delta,0,0.0,10
3908,Curacao,2021-05-31,Mu,1,10.0,10
3909,Curacao,2021-05-31,Omicron,0,0.0,10
3910,Curacao,2021-06-14,Alpha,0,0.0,4
3911,Curacao,2021-06-14,Beta,0,0.0,4
3912,Curacao,2021-06-14,Delta,0,0.0,4
3913,Curacao,2021-06-14,Mu,4,100.0,4
3914,Curacao,2021-06-14,Omicron,0,0.0,4
3915,Curacao,2021-06-28,Alpha,6,37.5,16
3916,Curacao,2021-06-28,Beta,0,0.0,16
3917,Curacao,2021-06-28,Delta,0,0.0,16
3918,Curacao,2021-06-28,Mu,4,25.0,16
3919,Curacao,2021-06-28,Omicron,0,0.0,16
3920,Curacao,2021-07-12,Alpha,3,7.89,38
3921,Curacao,2021-07-12,Beta,0,0.0,38
3922,Curacao,2021-07-12,Delta,32,84.21,38
3923,Curacao,2021-07-12,Mu,1,2.63,38
3924,Curacao,2021-07-12,Omicron,0,0.0,38
3925,Curacao,2021-07-26,Alpha,1,1.49,67
3926,Curacao,2021-07-26,Beta,0,0.0,67
3927,Curacao,2021-07-26,Delta,64,95.52,67
3928,Curacao,2021-07-26,Mu,2,2.99,67
3929,Curacao,2021-07-26,Omicron,0,0.0,67
3930,Curacao,2021-08-09,Alpha,0,0.0,62
3931,Curacao,2021-08-09,Beta,0,0.0,62
3932,Curacao,2021-08-09,Delta,61,98.39,62
3933,Curacao,2021-08-09,Mu,1,1.61,62
3934,Curacao,2021-08-09,Omicron,0,0.0,62
3935,Curacao,2021-08-23,Alpha,0,0.0,49
3936,Curacao,2021-08-23,Beta,0,0.0,49
3937,Curacao,2021-08-23,Delta,49,100.0,49
3938,Curacao,2021-08-23,Mu,0,0.0,49
3939,Curacao,2021-08-23,Omicron,0,0.0,49
3940,Curacao,2021-09-06,Alpha,0,0.0,47
3941,Curacao,2021-09-06,Beta,0,0.0,47
3942,Curacao,2021-09-06,Delta,47,100.0,47
3943,Curacao,2021-09-06,Mu,0,0.0,47
3944,Curacao,2021-09-06,Omicron,0,0.0,47
3945,Curacao,2021-09-20,Alpha,0,0.0,58
3946,Curacao,2021-09-20,Beta,0,0.0,58
3947,Curacao,2021-09-20,Delta,58,100.0,58
3948,Curacao,2021-09-20,Mu,0,0.0,58
3949,Curacao,2021-09-20,Omicron,0,0.0,58
3950,Curacao,2021-10-04,Alpha,0,0.0,56
3951,Curacao,2021-10-04,Beta,0,0.0,56
3952,Curacao,2021-10-04,Delta,56,100.0,56
3953,Curacao,2021-10-04,Mu,0,0.0,56
3954,Curacao,2021-10-04,Omicron,0,0.0,56
3955,Curacao,2021-10-18,Alpha,0,0.0,53
3956,Curacao,2021-10-18,Beta,0,0.0,53
3957,Curacao,2021-10-18,Delta,53,100.0,53
3958,Curacao,2021-10-18,Mu,0,0.0,53
3959,Curacao,2021-10-18,Omicron,0,0.0,53
3960,Curacao,2021-11-01,Alpha,0,0.0,47
3961,Curacao,2021-11-01,Beta,0,0.0,47
3962,Curacao,2021-11-01,Delta,47,100.0,47
3963,Curacao,2021-11-01,Mu,0,0.0,47
3964,Curacao,2021-11-01,Omicron,0,0.0,47
3965,Curacao,2021-11-15,Alpha,0,0.0,28
3966,Curacao,2021-11-15,Beta,0,0.0,28
3967,Curacao,2021-11-15,Delta,28,100.0,28
3968,Curacao,2021-11-15,Mu,0,0.0,28
3969,Curacao,2021-11-15,Omicron,0,0.0,28
3970,Curacao,2021-11-29,Alpha,0,0.0,20
3971,Curacao,2021-11-29,Beta,0,0.0,20
3972,Curacao,2021-11-29,Delta,20,100.0,20
3973,Curacao,2021-11-29,Mu,0,0.0,20
3974,Curacao,2021-11-29,Omicron,0,0.0,20
3975,Curacao,2021-12-13,Alpha,0,0.0,24
3976,Curacao,2021-12-13,Beta,0,0.0,24
3977,Curacao,2021-12-13,Delta,24,100.0,24
3978,Curacao,2021-12-13,Mu,0,0.0,24
3979,Curacao,2021-12-13,Omicron,0,0.0,24
3980,Cyprus,2020-05-11,Alpha,0,0.0,23
3981,Cyprus,2020-05-11,Beta,0,0.0,23
3982,Cyprus,2020-05-11,Delta,0,0.0,23
3983,Cyprus,2020-05-11,Mu,0,0.0,23
3984,Cyprus,2020-05-11,Omicron,0,0.0,23
3985,Cyprus,2020-05-25,Alpha,0,0.0,20
3986,Cyprus,2020-05-25,Beta,0,0.0,20
3987,Cyprus,2020-05-25,Delta,0,0.0,20
3988,Cyprus,2020-05-25,Mu,0,0.0,20
3989,Cyprus,2020-05-25,Omicron,0,0.0,20
3990,Cyprus,2020-06-08,Alpha,0,0.0,12
3991,Cyprus,2020-06-08,Beta,0,0.0,12
3992,Cyprus,2020-06-08,Delta,0,0.0,12
3993,Cyprus,2020-06-08,Mu,0,0.0,12
3994,Cyprus,2020-06-08,Omicron,0,0.0,12
3995,Cyprus,2020-06-22,Alpha,0,0.0,11
3996,Cyprus,2020-06-22,Beta,0,0.0,11
3997,Cyprus,2020-06-22,Delta,0,0.0,11
3998,Cyprus,2020-06-22,Mu,0,0.0,11
3999,Cyprus,2020-06-22,Omicron,0,0.0,11
4000,Cyprus,2020-07-06,Alpha,0,0.0,2
4001,Cyprus,2020-07-06,Beta,0,0.0,2
4002,Cyprus,2020-07-06,Delta,0,0.0,2
4003,Cyprus,2020-07-06,Mu,0,0.0,2
4004,Cyprus,2020-07-06,Omicron,0,0.0,2
4005,Cyprus,2020-07-20,Alpha,0,0.0,3
4006,Cyprus,2020-07-20,Beta,0,0.0,3
4007,Cyprus,2020-07-20,Delta,0,0.0,3
4008,Cyprus,2020-07-20,Mu,0,0.0,3
4009,Cyprus,2020-07-20,Omicron,0,0.0,3
4010,Cyprus,2020-08-03,Alpha,0,0.0,11
4011,Cyprus,2020-08-03,Beta,0,0.0,11
4012,Cyprus,2020-08-03,Delta,0,0.0,11
4013,Cyprus,2020-08-03,Mu,0,0.0,11
4014,Cyprus,2020-08-03,Omicron,0,0.0,11
4015,Cyprus,2020-08-17,Alpha,0,0.0,24
4016,Cyprus,2020-08-17,Beta,0,0.0,24
4017,Cyprus,2020-08-17,Delta,0,0.0,24
4018,Cyprus,2020-08-17,Mu,0,0.0,24
4019,Cyprus,2020-08-17,Omicron,0,0.0,24
4020,Cyprus,2020-08-31,Alpha,0,0.0,12
4021,Cyprus,2020-08-31,Beta,0,0.0,12
4022,Cyprus,2020-08-31,Delta,0,0.0,12
4023,Cyprus,2020-08-31,Mu,0,0.0,12
4024,Cyprus,2020-08-31,Omicron,0,0.0,12
4025,Cyprus,2020-09-14,Alpha,0,0.0,4
4026,Cyprus,2020-09-14,Beta,0,0.0,4
4027,Cyprus,2020-09-14,Delta,0,0.0,4
4028,Cyprus,2020-09-14,Mu,0,0.0,4
4029,Cyprus,2020-09-14,Omicron,0,0.0,4
4030,Cyprus,2020-09-28,Alpha,0,0.0,39
4031,Cyprus,2020-09-28,Beta,0,0.0,39
4032,Cyprus,2020-09-28,Delta,0,0.0,39
4033,Cyprus,2020-09-28,Mu,0,0.0,39
4034,Cyprus,2020-09-28,Omicron,0,0.0,39
4035,Cyprus,2020-10-12,Alpha,0,0.0,24
4036,Cyprus,2020-10-12,Beta,0,0.0,24
4037,Cyprus,2020-10-12,Delta,0,0.0,24
4038,Cyprus,2020-10-12,Mu,0,0.0,24
4039,Cyprus,2020-10-12,Omicron,0,0.0,24
4040,Cyprus,2020-10-26,Alpha,0,0.0,11
4041,Cyprus,2020-10-26,Beta,0,0.0,11
4042,Cyprus,2020-10-26,Delta,0,0.0,11
4043,Cyprus,2020-10-26,Mu,0,0.0,11
4044,Cyprus,2020-10-26,Omicron,0,0.0,11
4045,Cyprus,2020-11-09,Alpha,0,0.0,159
4046,Cyprus,2020-11-09,Beta,0,0.0,159
4047,Cyprus,2020-11-09,Delta,0,0.0,159
4048,Cyprus,2020-11-09,Mu,0,0.0,159
4049,Cyprus,2020-11-09,Omicron,0,0.0,159
4050,Cyprus,2020-11-23,Alpha,0,0.0,9
4051,Cyprus,2020-11-23,Beta,0,0.0,9
4052,Cyprus,2020-11-23,Delta,0,0.0,9
4053,Cyprus,2020-11-23,Mu,0,0.0,9
4054,Cyprus,2020-11-23,Omicron,0,0.0,9
4055,Cyprus,2020-12-07,Alpha,0,0.0,63
4056,Cyprus,2020-12-07,Beta,0,0.0,63
4057,Cyprus,2020-12-07,Delta,0,0.0,63
4058,Cyprus,2020-12-07,Mu,0,0.0,63
4059,Cyprus,2020-12-07,Omicron,0,0.0,63
4060,Cyprus,2020-12-21,Alpha,0,0.0,3
4061,Cyprus,2020-12-21,Beta,0,0.0,3
4062,Cyprus,2020-12-21,Delta,0,0.0,3
4063,Cyprus,2020-12-21,Mu,0,0.0,3
4064,Cyprus,2020-12-21,Omicron,0,0.0,3
4065,Cyprus,2021-01-04,Alpha,2,2.5,80
4066,Cyprus,2021-01-04,Beta,0,0.0,80
4067,Cyprus,2021-01-04,Delta,0,0.0,80
4068,Cyprus,2021-01-04,Mu,0,0.0,80
4069,Cyprus,2021-01-04,Omicron,0,0.0,80
4070,Cyprus,2021-01-11,Alpha,1,3.57,28
4071,Cyprus,2021-01-11,Beta,0,0.0,28
4072,Cyprus,2021-01-11,Delta,0,0.0,28
4073,Cyprus,2021-01-11,Mu,0,0.0,28
4074,Cyprus,2021-01-11,Omicron,0,0.0,28
4075,Cyprus,2021-01-25,Alpha,10,28.57,35
4076,Cyprus,2021-01-25,Beta,0,0.0,35
4077,Cyprus,2021-01-25,Delta,0,0.0,35
4078,Cyprus,2021-01-25,Mu,0,0.0,35
4079,Cyprus,2021-01-25,Omicron,0,0.0,35
4080,Cyprus,2021-02-08,Alpha,7,41.18,17
4081,Cyprus,2021-02-08,Beta,0,0.0,17
4082,Cyprus,2021-02-08,Delta,0,0.0,17
4083,Cyprus,2021-02-08,Mu,0,0.0,17
4084,Cyprus,2021-02-08,Omicron,0,0.0,17
4085,Czechia,2020-05-11,Alpha,0,0.0,6
4086,Czechia,2020-05-11,Beta,0,0.0,6
4087,Czechia,2020-05-11,Delta,0,0.0,6
4088,Czechia,2020-05-11,Mu,0,0.0,6
4089,Czechia,2020-05-11,Omicron,0,0.0,6
4090,Czechia,2020-05-25,Alpha,0,0.0,9
4091,Czechia,2020-05-25,Beta,0,0.0,9
4092,Czechia,2020-05-25,Delta,0,0.0,9
4093,Czechia,2020-05-25,Mu,0,0.0,9
4094,Czechia,2020-05-25,Omicron,0,0.0,9
4095,Czechia,2020-06-08,Alpha,0,0.0,4
4096,Czechia,2020-06-08,Beta,0,0.0,4
4097,Czechia,2020-06-08,Delta,0,0.0,4
4098,Czechia,2020-06-08,Mu,0,0.0,4
4099,Czechia,2020-06-08,Omicron,0,0.0,4
4100,Czechia,2020-06-22,Alpha,0,0.0,9
4101,Czechia,2020-06-22,Beta,0,0.0,9
4102,Czechia,2020-06-22,Delta,0,0.0,9
4103,Czechia,2020-06-22,Mu,0,0.0,9
4104,Czechia,2020-06-22,Omicron,0,0.0,9
4105,Czechia,2020-07-20,Alpha,0,0.0,9
4106,Czechia,2020-07-20,Beta,0,0.0,9
4107,Czechia,2020-07-20,Delta,0,0.0,9
4108,Czechia,2020-07-20,Mu,0,0.0,9
4109,Czechia,2020-07-20,Omicron,0,0.0,9
4110,Czechia,2020-08-03,Alpha,0,0.0,24
4111,Czechia,2020-08-03,Beta,0,0.0,24
4112,Czechia,2020-08-03,Delta,0,0.0,24
4113,Czechia,2020-08-03,Mu,0,0.0,24
4114,Czechia,2020-08-03,Omicron,0,0.0,24
4115,Czechia,2020-08-17,Alpha,0,0.0,26
4116,Czechia,2020-08-17,Beta,0,0.0,26
4117,Czechia,2020-08-17,Delta,0,0.0,26
4118,Czechia,2020-08-17,Mu,0,0.0,26
4119,Czechia,2020-08-17,Omicron,0,0.0,26
4120,Czechia,2020-08-31,Alpha,0,0.0,11
4121,Czechia,2020-08-31,Beta,0,0.0,11
4122,Czechia,2020-08-31,Delta,0,0.0,11
4123,Czechia,2020-08-31,Mu,0,0.0,11
4124,Czechia,2020-08-31,Omicron,0,0.0,11
4125,Czechia,2020-09-14,Alpha,0,0.0,9
4126,Czechia,2020-09-14,Beta,0,0.0,9
4127,Czechia,2020-09-14,Delta,0,0.0,9
4128,Czechia,2020-09-14,Mu,0,0.0,9
4129,Czechia,2020-09-14,Omicron,0,0.0,9
4130,Czechia,2020-09-28,Alpha,0,0.0,23
4131,Czechia,2020-09-28,Beta,0,0.0,23
4132,Czechia,2020-09-28,Delta,0,0.0,23
4133,Czechia,2020-09-28,Mu,0,0.0,23
4134,Czechia,2020-09-28,Omicron,0,0.0,23
4135,Czechia,2020-10-12,Alpha,0,0.0,76
4136,Czechia,2020-10-12,Beta,0,0.0,76
4137,Czechia,2020-10-12,Delta,0,0.0,76
4138,Czechia,2020-10-12,Mu,0,0.0,76
4139,Czechia,2020-10-12,Omicron,0,0.0,76
4140,Czechia,2020-10-26,Alpha,0,0.0,60
4141,Czechia,2020-10-26,Beta,0,0.0,60
4142,Czechia,2020-10-26,Delta,0,0.0,60
4143,Czechia,2020-10-26,Mu,0,0.0,60
4144,Czechia,2020-10-26,Omicron,0,0.0,60
4145,Czechia,2020-11-09,Alpha,0,0.0,56
4146,Czechia,2020-11-09,Beta,0,0.0,56
4147,Czechia,2020-11-09,Delta,0,0.0,56
4148,Czechia,2020-11-09,Mu,0,0.0,56
4149,Czechia,2020-11-09,Omicron,0,0.0,56
4150,Czechia,2020-11-23,Alpha,0,0.0,19
4151,Czechia,2020-11-23,Beta,0,0.0,19
4152,Czechia,2020-11-23,Delta,0,0.0,19
4153,Czechia,2020-11-23,Mu,0,0.0,19
4154,Czechia,2020-11-23,Omicron,0,0.0,19
4155,Czechia,2020-12-07,Alpha,0,0.0,9
4156,Czechia,2020-12-07,Beta,0,0.0,9
4157,Czechia,2020-12-07,Delta,0,0.0,9
4158,Czechia,2020-12-07,Mu,0,0.0,9
4159,Czechia,2020-12-07,Omicron,0,0.0,9
4160,Czechia,2020-12-21,Alpha,0,0.0,16
4161,Czechia,2020-12-21,Beta,0,0.0,16
4162,Czechia,2020-12-21,Delta,0,0.0,16
4163,Czechia,2020-12-21,Mu,0,0.0,16
4164,Czechia,2020-12-21,Omicron,0,0.0,16
4165,Czechia,2021-01-04,Alpha,0,0.0,26
4166,Czechia,2021-01-04,Beta,0,0.0,26
4167,Czechia,2021-01-04,Delta,0,0.0,26
4168,Czechia,2021-01-04,Mu,0,0.0,26
4169,Czechia,2021-01-04,Omicron,0,0.0,26
4170,Czechia,2021-01-11,Alpha,75,37.31,201
4171,Czechia,2021-01-11,Beta,0,0.0,201
4172,Czechia,2021-01-11,Delta,0,0.0,201
4173,Czechia,2021-01-11,Mu,0,0.0,201
4174,Czechia,2021-01-11,Omicron,0,0.0,201
4175,Czechia,2021-01-25,Alpha,56,57.73,97
4176,Czechia,2021-01-25,Beta,0,0.0,97
4177,Czechia,2021-01-25,Delta,0,0.0,97
4178,Czechia,2021-01-25,Mu,0,0.0,97
4179,Czechia,2021-01-25,Omicron,0,0.0,97
4180,Czechia,2021-02-08,Alpha,290,76.72,378
4181,Czechia,2021-02-08,Beta,0,0.0,378
4182,Czechia,2021-02-08,Delta,0,0.0,378
4183,Czechia,2021-02-08,Mu,0,0.0,378
4184,Czechia,2021-02-08,Omicron,0,0.0,378
4185,Czechia,2021-02-22,Alpha,490,79.42,617
4186,Czechia,2021-02-22,Beta,4,0.65,617
4187,Czechia,2021-02-22,Delta,0,0.0,617
4188,Czechia,2021-02-22,Mu,0,0.0,617
4189,Czechia,2021-02-22,Omicron,0,0.0,617
4190,Czechia,2021-03-08,Alpha,371,74.05,501
4191,Czechia,2021-03-08,Beta,7,1.4,501
4192,Czechia,2021-03-08,Delta,1,0.2,501
4193,Czechia,2021-03-08,Mu,0,0.0,501
4194,Czechia,2021-03-08,Omicron,0,0.0,501
4195,Czechia,2021-03-22,Alpha,469,84.35,556
4196,Czechia,2021-03-22,Beta,25,4.5,556
4197,Czechia,2021-03-22,Delta,0,0.0,556
4198,Czechia,2021-03-22,Mu,0,0.0,556
4199,Czechia,2021-03-22,Omicron,0,0.0,556
4200,Czechia,2021-04-05,Alpha,351,93.85,374
4201,Czechia,2021-04-05,Beta,3,0.8,374
4202,Czechia,2021-04-05,Delta,1,0.27,374
4203,Czechia,2021-04-05,Mu,0,0.0,374
4204,Czechia,2021-04-05,Omicron,0,0.0,374
4205,Czechia,2021-04-19,Alpha,600,94.49,635
4206,Czechia,2021-04-19,Beta,2,0.31,635
4207,Czechia,2021-04-19,Delta,0,0.0,635
4208,Czechia,2021-04-19,Mu,0,0.0,635
4209,Czechia,2021-04-19,Omicron,0,0.0,635
4210,Czechia,2021-05-03,Alpha,726,93.08,780
4211,Czechia,2021-05-03,Beta,18,2.31,780
4212,Czechia,2021-05-03,Delta,13,1.67,780
4213,Czechia,2021-05-03,Mu,0,0.0,780
4214,Czechia,2021-05-03,Omicron,0,0.0,780
4215,Czechia,2021-05-17,Alpha,504,90.32,558
4216,Czechia,2021-05-17,Beta,9,1.61,558
4217,Czechia,2021-05-17,Delta,23,4.12,558
4218,Czechia,2021-05-17,Mu,0,0.0,558
4219,Czechia,2021-05-17,Omicron,0,0.0,558
4220,Czechia,2021-05-31,Alpha,222,80.73,275
4221,Czechia,2021-05-31,Beta,3,1.09,275
4222,Czechia,2021-05-31,Delta,36,13.09,275
4223,Czechia,2021-05-31,Mu,0,0.0,275
4224,Czechia,2021-05-31,Omicron,0,0.0,275
4225,Czechia,2021-06-14,Alpha,323,83.25,388
4226,Czechia,2021-06-14,Beta,2,0.52,388
4227,Czechia,2021-06-14,Delta,48,12.37,388
4228,Czechia,2021-06-14,Mu,1,0.26,388
4229,Czechia,2021-06-14,Omicron,0,0.0,388
4230,Czechia,2021-06-28,Alpha,119,54.59,218
4231,Czechia,2021-06-28,Beta,0,0.0,218
4232,Czechia,2021-06-28,Delta,88,40.37,218
4233,Czechia,2021-06-28,Mu,0,0.0,218
4234,Czechia,2021-06-28,Omicron,0,0.0,218
4235,Czechia,2021-07-12,Alpha,52,10.38,501
4236,Czechia,2021-07-12,Beta,1,0.2,501
4237,Czechia,2021-07-12,Delta,430,85.83,501
4238,Czechia,2021-07-12,Mu,0,0.0,501
4239,Czechia,2021-07-12,Omicron,0,0.0,501
4240,Czechia,2021-07-26,Alpha,6,1.14,527
4241,Czechia,2021-07-26,Beta,1,0.19,527
4242,Czechia,2021-07-26,Delta,517,98.1,527
4243,Czechia,2021-07-26,Mu,0,0.0,527
4244,Czechia,2021-07-26,Omicron,0,0.0,527
4245,Czechia,2021-08-09,Alpha,3,0.53,566
4246,Czechia,2021-08-09,Beta,1,0.18,566
4247,Czechia,2021-08-09,Delta,559,98.76,566
4248,Czechia,2021-08-09,Mu,0,0.0,566
4249,Czechia,2021-08-09,Omicron,0,0.0,566
4250,Czechia,2021-08-23,Alpha,1,0.11,875
4251,Czechia,2021-08-23,Beta,1,0.11,875
4252,Czechia,2021-08-23,Delta,870,99.43,875
4253,Czechia,2021-08-23,Mu,0,0.0,875
4254,Czechia,2021-08-23,Omicron,0,0.0,875
4255,Czechia,2021-09-06,Alpha,0,0.0,844
4256,Czechia,2021-09-06,Beta,1,0.12,844
4257,Czechia,2021-09-06,Delta,841,99.64,844
4258,Czechia,2021-09-06,Mu,0,0.0,844
4259,Czechia,2021-09-06,Omicron,0,0.0,844
4260,Czechia,2021-09-20,Alpha,0,0.0,1382
4261,Czechia,2021-09-20,Beta,0,0.0,1382
4262,Czechia,2021-09-20,Delta,1382,100.0,1382
4263,Czechia,2021-09-20,Mu,0,0.0,1382
4264,Czechia,2021-09-20,Omicron,0,0.0,1382
4265,Czechia,2021-10-04,Alpha,0,0.0,1373
4266,Czechia,2021-10-04,Beta,0,0.0,1373
4267,Czechia,2021-10-04,Delta,1372,99.93,1373
4268,Czechia,2021-10-04,Mu,0,0.0,1373
4269,Czechia,2021-10-04,Omicron,0,0.0,1373
4270,Czechia,2021-10-18,Alpha,1,0.06,1766
4271,Czechia,2021-10-18,Beta,0,0.0,1766
4272,Czechia,2021-10-18,Delta,1765,99.94,1766
4273,Czechia,2021-10-18,Mu,0,0.0,1766
4274,Czechia,2021-10-18,Omicron,0,0.0,1766
4275,Czechia,2021-11-01,Alpha,0,0.0,2031
4276,Czechia,2021-11-01,Beta,0,0.0,2031
4277,Czechia,2021-11-01,Delta,2026,99.75,2031
4278,Czechia,2021-11-01,Mu,0,0.0,2031
4279,Czechia,2021-11-01,Omicron,0,0.0,2031
4280,Czechia,2021-11-15,Alpha,0,0.0,1420
4281,Czechia,2021-11-15,Beta,0,0.0,1420
4282,Czechia,2021-11-15,Delta,1420,100.0,1420
4283,Czechia,2021-11-15,Mu,0,0.0,1420
4284,Czechia,2021-11-15,Omicron,0,0.0,1420
4285,Czechia,2021-11-29,Alpha,0,0.0,1331
4286,Czechia,2021-11-29,Beta,0,0.0,1331
4287,Czechia,2021-11-29,Delta,1327,99.7,1331
4288,Czechia,2021-11-29,Mu,0,0.0,1331
4289,Czechia,2021-11-29,Omicron,2,0.15,1331
4290,Czechia,2021-12-13,Alpha,0,0.0,1431
4291,Czechia,2021-12-13,Beta,0,0.0,1431
4292,Czechia,2021-12-13,Delta,1424,99.51,1431
4293,Czechia,2021-12-13,Mu,0,0.0,1431
4294,Czechia,2021-12-13,Omicron,7,0.49,1431
4295,Czechia,2021-12-27,Alpha,0,0.0,330
4296,Czechia,2021-12-27,Beta,0,0.0,330
4297,Czechia,2021-12-27,Delta,278,84.24,330
4298,Czechia,2021-12-27,Mu,0,0.0,330
4299,Czechia,2021-12-27,Omicron,49,14.85,330
4300,Czechia,2022-01-05,Alpha,0,0.0,15
